Column,Year,Age,Sex,Participant,Casualty,Total
1442,2010,00 - 05 years,Male,Pedal cyclists,Injured,5
1443,2010,00 - 05 years,Male,Pedal cyclists,Killed,0
1444,2010,00 - 05 years,Male,Other road users,Injured,7
1445,2010,00 - 05 years,Male,Other road users,Killed,0
1446,2010,00 - 05 years,Male,Motor cyclists,Injured,0
1447,2010,00 - 05 years,Male,Motor cyclists,Killed,0
1448,2010,00 - 05 years,Male,Car passengers,Injured,68
1449,2010,00 - 05 years,Male,Car passengers,Killed,0
1450,2010,00 - 05 years,Male,Car drivers,Injured,0
1451,2010,00 - 05 years,Male,Car drivers,Killed,0
1452,2010,00 - 05 years,Female,Pedestrians,Injured,29
1453,2010,00 - 05 years,Female,Pedestrians,Killed,0
1454,2010,00 - 05 years,Female,Pedal cyclists,Injured,3
1455,2010,00 - 05 years,Female,Pedal cyclists,Killed,0
1456,2010,00 - 05 years,Female,Other road users,Injured,2
1457,2010,00 - 05 years,Female,Other road users,Killed,0
1458,2010,00 - 05 years,Female,Motor cyclists,Injured,0
1459,2010,00 - 05 years,Female,Motor cyclists,Killed,0
1460,2010,00 - 05 years,Female,Car passengers,Injured,75
1461,2010,00 - 05 years,Female,Car passengers,Killed,0
1462,2010,00 - 05 years,Female,Car drivers,Injured,0
1463,2010,00 - 05 years,Female,Car drivers,Killed,0
1464,2010,06 - 09 years,Male,Pedestrians,Injured,48
1465,2010,06 - 09 years,Male,Pedestrians,Killed,0
1466,2010,06 - 09 years,Male,Pedal cyclists,Injured,9
1467,2010,06 - 09 years,Male,Pedal cyclists,Killed,0
1468,2010,06 - 09 years,Male,Other road users,Injured,4
1469,2010,06 - 09 years,Male,Other road users,Killed,0
1470,2010,06 - 09 years,Male,Motor cyclists,Injured,0
1471,2010,06 - 09 years,Male,Motor cyclists,Killed,0
1472,2010,06 - 09 years,Male,Car passengers,Injured,46
1473,2010,06 - 09 years,Male,Car passengers,Killed,2
1474,2010,06 - 09 years,Male,Car drivers,Injured,0
1475,2010,06 - 09 years,Male,Car drivers,Killed,0
1476,2010,06 - 09 years,Female,Pedestrians,Injured,29
1477,2010,06 - 09 years,Female,Pedestrians,Killed,0
1478,2010,06 - 09 years,Female,Pedal cyclists,Injured,1
1479,2010,06 - 09 years,Female,Pedal cyclists,Killed,0
1480,2010,06 - 09 years,Female,Other road users,Injured,1
1481,2010,06 - 09 years,Female,Other road users,Killed,0
1482,2010,06 - 09 years,Female,Motor cyclists,Injured,0
1483,2010,06 - 09 years,Female,Motor cyclists,Killed,0
1484,2010,06 - 09 years,Female,Car passengers,Injured,51
1485,2010,06 - 09 years,Female,Car passengers,Killed,0
1486,2010,06 - 09 years,Female,Car drivers,Injured,0
1487,2010,06 - 09 years,Female,Car drivers,Killed,0
1488,2010,10 - 14 years,Male,Pedestrians,Injured,53
1489,2010,10 - 14 years,Male,Pedestrians,Killed,0
1490,2010,10 - 14 years,Male,Pedal cyclists,Injured,28
1491,2010,10 - 14 years,Male,Pedal cyclists,Killed,0
1492,2010,10 - 14 years,Male,Other road users,Injured,5
1493,2010,10 - 14 years,Male,Other road users,Killed,0
1494,2010,10 - 14 years,Male,Motor cyclists,Injured,3
1495,2010,10 - 14 years,Male,Motor cyclists,Killed,0
1496,2010,10 - 14 years,Male,Car passengers,Injured,69
1497,2010,10 - 14 years,Male,Car passengers,Killed,0
1498,2010,10 - 14 years,Male,Car drivers,Injured,1
1499,2010,10 - 14 years,Male,Car drivers,Killed,0
1500,2010,10 - 14 years,Female,Pedestrians,Injured,39
1501,2010,10 - 14 years,Female,Pedestrians,Killed,1
1502,2010,10 - 14 years,Female,Pedal cyclists,Injured,7
1503,2010,10 - 14 years,Female,Pedal cyclists,Killed,0
1504,2010,10 - 14 years,Female,Other road users,Injured,3
1505,2010,10 - 14 years,Female,Other road users,Killed,0
1506,2010,10 - 14 years,Female,Motor cyclists,Injured,0
1507,2010,10 - 14 years,Female,Motor cyclists,Killed,0
1508,2010,10 - 14 years,Female,Car passengers,Injured,71
1509,2010,10 - 14 years,Female,Car passengers,Killed,0
1510,2010,10 - 14 years,Female,Car drivers,Injured,0
1511,2010,10 - 14 years,Female,Car drivers,Killed,0
1512,2010,15 - 17 years,Male,Pedestrians,Injured,26
1513,2010,15 - 17 years,Male,Pedestrians,Killed,0
1514,2010,15 - 17 years,Male,Pedal cyclists,Injured,14
1515,2010,15 - 17 years,Male,Pedal cyclists,Killed,0
1516,2010,15 - 17 years,Male,Other road users,Injured,31
1517,2010,15 - 17 years,Male,Other road users,Killed,0
1518,2010,15 - 17 years,Male,Motor cyclists,Injured,16
1519,2010,15 - 17 years,Male,Motor cyclists,Killed,0
1520,2010,15 - 17 years,Male,Car passengers,Injured,90
1521,2010,15 - 17 years,Male,Car passengers,Killed,2
1522,2010,15 - 17 years,Male,Car drivers,Injured,45
1523,2010,15 - 17 years,Male,Car drivers,Killed,2
1524,2010,15 - 17 years,Female,Pedestrians,Injured,31
1525,2010,15 - 17 years,Female,Pedestrians,Killed,0
1526,2010,15 - 17 years,Female,Pedal cyclists,Injured,3
1527,2010,15 - 17 years,Female,Pedal cyclists,Killed,0
1528,2010,15 - 17 years,Female,Other road users,Injured,7
1529,2010,15 - 17 years,Female,Other road users,Killed,0
1530,2010,15 - 17 years,Female,Motor cyclists,Injured,1
1531,2010,15 - 17 years,Female,Motor cyclists,Killed,0
1532,2010,15 - 17 years,Female,Car passengers,Injured,83
1533,2010,15 - 17 years,Female,Car passengers,Killed,3
1534,2010,15 - 17 years,Female,Car drivers,Injured,20
1535,2010,15 - 17 years,Female,Car drivers,Killed,0
1536,2010,18 - 20 years,Male,Pedestrians,Injured,32
1537,2010,18 - 20 years,Male,Pedestrians,Killed,0
1538,2010,18 - 20 years,Male,Pedal cyclists,Injured,6
1539,2010,18 - 20 years,Male,Pedal cyclists,Killed,0
1540,2010,18 - 20 years,Male,Other road users,Injured,47
1541,2010,18 - 20 years,Male,Other road users,Killed,1
1542,2010,18 - 20 years,Male,Motor cyclists,Injured,22
1543,2010,18 - 20 years,Male,Motor cyclists,Killed,2
1544,2010,18 - 20 years,Male,Car passengers,Injured,179
1545,2010,18 - 20 years,Male,Car passengers,Killed,8
1546,2010,18 - 20 years,Male,Car drivers,Injured,197
1547,2010,18 - 20 years,Male,Car drivers,Killed,6
1548,2010,18 - 20 years,Female,Pedestrians,Injured,29
1549,2010,18 - 20 years,Female,Pedestrians,Killed,0
1550,2010,18 - 20 years,Female,Pedal cyclists,Injured,5
1551,2010,18 - 20 years,Female,Pedal cyclists,Killed,0
1552,2010,18 - 20 years,Female,Other road users,Injured,13
1553,2010,18 - 20 years,Female,Other road users,Killed,0
1554,2010,18 - 20 years,Female,Motor cyclists,Injured,2
1555,2010,18 - 20 years,Female,Motor cyclists,Killed,0
1556,2010,18 - 20 years,Female,Car passengers,Injured,153
1557,2010,18 - 20 years,Female,Car passengers,Killed,2
1558,2010,18 - 20 years,Female,Car drivers,Injured,137
1559,2010,18 - 20 years,Female,Car drivers,Killed,2
1560,2010,21 - 24 years,Male,Pedestrians,Injured,39
1561,2010,21 - 24 years,Male,Pedestrians,Killed,5
1562,2010,21 - 24 years,Male,Pedal cyclists,Injured,14
1563,2010,21 - 24 years,Male,Pedal cyclists,Killed,0
1564,2010,21 - 24 years,Male,Other road users,Injured,52
1565,2010,21 - 24 years,Male,Other road users,Killed,1
1566,2010,21 - 24 years,Male,Motor cyclists,Injured,47
1567,2010,21 - 24 years,Male,Motor cyclists,Killed,4
1568,2010,21 - 24 years,Male,Car passengers,Injured,140
1569,2010,21 - 24 years,Male,Car passengers,Killed,9
1570,2010,21 - 24 years,Male,Car drivers,Injured,195
1571,2010,21 - 24 years,Male,Car drivers,Killed,10
1572,2010,21 - 24 years,Female,Pedestrians,Injured,25
1573,2010,21 - 24 years,Female,Pedestrians,Killed,1
1574,2010,21 - 24 years,Female,Pedal cyclists,Injured,3
1575,2010,21 - 24 years,Female,Pedal cyclists,Killed,0
1576,2010,21 - 24 years,Female,Other road users,Injured,16
1577,2010,21 - 24 years,Female,Other road users,Killed,0
1578,2010,21 - 24 years,Female,Motor cyclists,Injured,3
1579,2010,21 - 24 years,Female,Motor cyclists,Killed,0
1580,2010,21 - 24 years,Female,Car passengers,Injured,117
1581,2010,21 - 24 years,Female,Car passengers,Killed,2
1582,2010,21 - 24 years,Female,Car drivers,Injured,186
1583,2010,21 - 24 years,Female,Car drivers,Killed,2
1584,2010,25 - 34 years,Male,Pedestrians,Injured,84
1585,2010,25 - 34 years,Male,Pedestrians,Killed,3
1586,2010,25 - 34 years,Male,Pedal cyclists,Injured,68
1587,2010,25 - 34 years,Male,Pedal cyclists,Killed,0
1588,2010,25 - 34 years,Male,Other road users,Injured,148
1589,2010,25 - 34 years,Male,Other road users,Killed,5
1590,2010,25 - 34 years,Male,Motor cyclists,Injured,124
1591,2010,25 - 34 years,Male,Motor cyclists,Killed,6
1592,2010,25 - 34 years,Male,Car passengers,Injured,200
1593,2010,25 - 34 years,Male,Car passengers,Killed,8
1594,2010,25 - 34 years,Male,Car drivers,Injured,443
1595,2010,25 - 34 years,Male,Car drivers,Killed,19
1596,2010,25 - 34 years,Female,Pedestrians,Injured,46
1597,2010,25 - 34 years,Female,Pedestrians,Killed,0
1598,2010,25 - 34 years,Female,Pedal cyclists,Injured,39
1599,2010,25 - 34 years,Female,Pedal cyclists,Killed,0
1600,2010,25 - 34 years,Female,Other road users,Injured,27
1601,2010,25 - 34 years,Female,Other road users,Killed,0
1602,2010,25 - 34 years,Female,Motor cyclists,Injured,11
1603,2010,25 - 34 years,Female,Motor cyclists,Killed,1
1604,2010,25 - 34 years,Female,Car passengers,Injured,215
1605,2010,25 - 34 years,Female,Car passengers,Killed,2
1606,2010,25 - 34 years,Female,Car drivers,Injured,451
1607,2010,25 - 34 years,Female,Car drivers,Killed,4
1608,2010,35 - 44 years,Male,Pedestrians,Injured,55
1609,2010,35 - 44 years,Male,Pedestrians,Killed,6
1610,2010,35 - 44 years,Male,Pedal cyclists,Injured,54
1611,2010,35 - 44 years,Male,Pedal cyclists,Killed,0
1612,2010,35 - 44 years,Male,Other road users,Injured,123
1613,2010,35 - 44 years,Male,Other road users,Killed,3
1614,2010,35 - 44 years,Male,Motor cyclists,Injured,63
1615,2010,35 - 44 years,Male,Motor cyclists,Killed,4
1616,2010,35 - 44 years,Male,Car passengers,Injured,90
1617,2010,35 - 44 years,Male,Car passengers,Killed,2
1618,2010,35 - 44 years,Male,Car drivers,Injured,308
1619,2010,35 - 44 years,Male,Car drivers,Killed,6
1620,2010,35 - 44 years,Female,Pedestrians,Injured,35
1621,2010,35 - 44 years,Female,Pedestrians,Killed,1
1622,2010,35 - 44 years,Female,Pedal cyclists,Injured,18
1623,2010,35 - 44 years,Female,Pedal cyclists,Killed,0
1624,2010,35 - 44 years,Female,Other road users,Injured,21
1625,2010,35 - 44 years,Female,Other road users,Killed,0
1626,2010,35 - 44 years,Female,Motor cyclists,Injured,6
1627,2010,35 - 44 years,Female,Motor cyclists,Killed,0
1628,2010,35 - 44 years,Female,Car passengers,Injured,94
1629,2010,35 - 44 years,Female,Car passengers,Killed,2
1630,2010,35 - 44 years,Female,Car drivers,Injured,364
1631,2010,35 - 44 years,Female,Car drivers,Killed,2
1632,2010,45 - 54 years,Male,Pedestrians,Injured,40
1633,2010,45 - 54 years,Male,Pedestrians,Killed,6
1634,2010,45 - 54 years,Male,Pedal cyclists,Injured,42
1635,2010,45 - 54 years,Male,Pedal cyclists,Killed,1
1636,2010,45 - 54 years,Male,Other road users,Injured,71
1637,2010,45 - 54 years,Male,Other road users,Killed,1
1638,2010,45 - 54 years,Male,Motor cyclists,Injured,42
1639,2010,45 - 54 years,Male,Motor cyclists,Killed,0
1640,2010,45 - 54 years,Male,Car passengers,Injured,55
1641,2010,45 - 54 years,Male,Car passengers,Killed,2
1642,2010,45 - 54 years,Male,Car drivers,Injured,200
1643,2010,45 - 54 years,Male,Car drivers,Killed,2
1644,2010,45 - 54 years,Female,Pedestrians,Injured,29
1645,2010,45 - 54 years,Female,Pedestrians,Killed,1
1646,2010,45 - 54 years,Female,Pedal cyclists,Injured,9
1647,2010,45 - 54 years,Female,Pedal cyclists,Killed,0
1648,2010,45 - 54 years,Female,Other road users,Injured,16
1649,2010,45 - 54 years,Female,Other road users,Killed,1
1650,2010,45 - 54 years,Female,Motor cyclists,Injured,4
1651,2010,45 - 54 years,Female,Motor cyclists,Killed,0
1652,2010,45 - 54 years,Female,Car passengers,Injured,103
1653,2010,45 - 54 years,Female,Car passengers,Killed,0
1654,2010,45 - 54 years,Female,Car drivers,Injured,224
1655,2010,45 - 54 years,Female,Car drivers,Killed,4
1656,2010,55 - 64 years,Male,Pedestrians,Injured,44
1657,2010,55 - 64 years,Male,Pedestrians,Killed,3
1658,2010,55 - 64 years,Male,Pedal cyclists,Injured,26
1659,2010,55 - 64 years,Male,Pedal cyclists,Killed,0
1660,2010,55 - 64 years,Male,Other road users,Injured,46
1661,2010,55 - 64 years,Male,Other road users,Killed,4
1662,2010,55 - 64 years,Male,Motor cyclists,Injured,20
1663,2010,55 - 64 years,Male,Motor cyclists,Killed,0
1664,2010,55 - 64 years,Male,Car passengers,Injured,33
1665,2010,55 - 64 years,Male,Car passengers,Killed,0
1666,2010,55 - 64 years,Male,Car drivers,Injured,132
1667,2010,55 - 64 years,Male,Car drivers,Killed,3
1668,2010,55 - 64 years,Female,Pedestrians,Injured,44
1669,2010,55 - 64 years,Female,Pedestrians,Killed,4
1670,2010,55 - 64 years,Female,Pedal cyclists,Injured,6
1671,2010,55 - 64 years,Female,Pedal cyclists,Killed,1
1672,2010,55 - 64 years,Female,Other road users,Injured,10
1673,2010,55 - 64 years,Female,Other road users,Killed,0
1674,2010,55 - 64 years,Female,Motor cyclists,Injured,0
1675,2010,55 - 64 years,Female,Motor cyclists,Killed,0
1676,2010,55 - 64 years,Female,Car passengers,Injured,93
1677,2010,55 - 64 years,Female,Car passengers,Killed,0
1678,2010,55 - 64 years,Female,Car drivers,Injured,138
1679,2010,55 - 64 years,Female,Car drivers,Killed,2
1680,2010,65 years and over,Male,Pedestrians,Injured,40
1681,2010,65 years and over,Male,Pedestrians,Killed,6
1682,2010,65 years and over,Male,Pedal cyclists,Injured,14
1683,2010,65 years and over,Male,Pedal cyclists,Killed,3
1684,2010,65 years and over,Male,Other road users,Injured,17
1685,2010,65 years and over,Male,Other road users,Killed,0
1686,2010,65 years and over,Male,Motor cyclists,Injured,4
1687,2010,65 years and over,Male,Motor cyclists,Killed,0
1688,2010,65 years and over,Male,Car passengers,Injured,29
1689,2010,65 years and over,Male,Car passengers,Killed,1
1690,2010,65 years and over,Male,Car drivers,Injured,174
1691,2010,65 years and over,Male,Car drivers,Killed,12
1692,2010,65 years and over,Female,Pedestrians,Injured,52
1693,2010,65 years and over,Female,Pedestrians,Killed,4
1694,2010,65 years and over,Female,Pedal cyclists,Injured,0
1695,2010,65 years and over,Female,Pedal cyclists,Killed,0
1696,2010,65 years and over,Female,Other road users,Injured,6
1697,2010,65 years and over,Female,Other road users,Killed,0
1698,2010,65 years and over,Female,Motor cyclists,Injured,0
1699,2010,65 years and over,Female,Motor cyclists,Killed,0
1700,2010,65 years and over,Female,Car passengers,Injured,96
1701,2010,65 years and over,Female,Car passengers,Killed,1
1702,2010,65 years and over,Female,Car drivers,Injured,112
1703,2010,65 years and over,Female,Car drivers,Killed,3
1704,2010,Age unknown,Male,Pedestrians,Injured,10
1705,2010,Age unknown,Male,Pedestrians,Killed,0
1706,2010,Age unknown,Male,Pedal cyclists,Injured,7
1707,2010,Age unknown,Male,Pedal cyclists,Killed,0
1708,2010,Age unknown,Male,Other road users,Injured,3
1709,2010,Age unknown,Male,Other road users,Killed,0
1710,2010,Age unknown,Male,Motor cyclists,Injured,3
1711,2010,Age unknown,Male,Motor cyclists,Killed,0
1712,2010,Age unknown,Male,Car passengers,Injured,12
1713,2010,Age unknown,Male,Car passengers,Killed,0
1714,2010,Age unknown,Male,Car drivers,Injured,7
1715,2010,Age unknown,Male,Car drivers,Killed,0
1716,2010,Age unknown,Female,Pedestrians,Injured,6
1717,2010,Age unknown,Female,Pedestrians,Killed,0
1718,2010,Age unknown,Female,Pedal cyclists,Injured,0
1719,2010,Age unknown,Female,Pedal cyclists,Killed,0
1720,2010,Age unknown,Female,Other road users,Injured,2
1721,2010,Age unknown,Female,Other road users,Killed,0
1722,2010,Age unknown,Female,Motor cyclists,Injured,0
1723,2010,Age unknown,Female,Motor cyclists,Killed,0
1724,2010,Age unknown,Female,Car passengers,Injured,11
1725,2010,Age unknown,Female,Car passengers,Killed,0
1726,2010,Age unknown,Female,Car drivers,Injured,7
1727,2010,Age unknown,Female,Car drivers,Killed,0
1728,2011,00 - 05 years,Male,Pedestrians,Injured,43
1729,2011,00 - 05 years,Male,Pedestrians,Killed,7
1730,2011,00 - 05 years,Male,Pedal cyclists,Injured,42
1731,2011,00 - 05 years,Male,Pedal cyclists,Killed,48
1732,2011,00 - 05 years,Male,Other road users,Injured,20
1733,2011,00 - 05 years,Male,Other road users,Killed,51
1734,2011,00 - 05 years,Male,Motor cyclists,Injured,51
1735,2011,00 - 05 years,Male,Motor cyclists,Killed,50
1736,2011,00 - 05 years,Male,Car passengers,Injured,45
1737,2011,00 - 05 years,Male,Car passengers,Killed,39
1738,2011,00 - 05 years,Male,Car drivers,Injured,39
1739,2011,00 - 05 years,Male,Car drivers,Killed,99
1740,2011,00 - 05 years,Female,Pedestrians,Injured,2
1741,2011,00 - 05 years,Female,Pedestrians,Killed,0
1742,2011,00 - 05 years,Female,Pedal cyclists,Injured,3
1743,2011,00 - 05 years,Female,Pedal cyclists,Killed,9
1744,2011,00 - 05 years,Female,Other road users,Injured,0
1745,2011,00 - 05 years,Female,Other road users,Killed,2
1746,2011,00 - 05 years,Female,Motor cyclists,Injured,1
1747,2011,00 - 05 years,Female,Motor cyclists,Killed,3
1748,2011,00 - 05 years,Female,Car passengers,Injured,1
1749,2011,00 - 05 years,Female,Car passengers,Killed,5
1750,2011,00 - 05 years,Female,Car drivers,Injured,0
1751,2011,00 - 05 years,Female,Car drivers,Killed,7
1752,2011,06 - 09 years,Male,Pedestrians,Injured,22
1753,2011,06 - 09 years,Male,Pedestrians,Killed,5
1754,2011,06 - 09 years,Male,Pedal cyclists,Injured,13
1755,2011,06 - 09 years,Male,Pedal cyclists,Killed,13
1756,2011,06 - 09 years,Male,Other road users,Injured,14
1757,2011,06 - 09 years,Male,Other road users,Killed,21
1758,2011,06 - 09 years,Male,Motor cyclists,Injured,25
1759,2011,06 - 09 years,Male,Motor cyclists,Killed,44
1760,2011,06 - 09 years,Male,Car passengers,Injured,18
1761,2011,06 - 09 years,Male,Car passengers,Killed,50
1762,2011,06 - 09 years,Male,Car drivers,Injured,3
1763,2011,06 - 09 years,Male,Car drivers,Killed,61
1764,2011,06 - 09 years,Female,Pedestrians,Injured,2
1765,2011,06 - 09 years,Female,Pedestrians,Killed,0
1766,2011,06 - 09 years,Female,Pedal cyclists,Injured,1
1767,2011,06 - 09 years,Female,Pedal cyclists,Killed,0
1768,2011,06 - 09 years,Female,Other road users,Injured,0
1769,2011,06 - 09 years,Female,Other road users,Killed,1
1770,2011,06 - 09 years,Female,Motor cyclists,Injured,0
1771,2011,06 - 09 years,Female,Motor cyclists,Killed,0
1772,2011,06 - 09 years,Female,Car passengers,Injured,1
1773,2011,06 - 09 years,Female,Car passengers,Killed,2
1774,2011,06 - 09 years,Female,Car drivers,Injured,1
1775,2011,06 - 09 years,Female,Car drivers,Killed,1
1776,2011,10 - 14 years,Male,Pedestrians,Injured,28
1777,2011,10 - 14 years,Male,Pedestrians,Killed,4
1778,2011,10 - 14 years,Male,Pedal cyclists,Injured,17
1779,2011,10 - 14 years,Male,Pedal cyclists,Killed,7
1780,2011,10 - 14 years,Male,Other road users,Injured,6
1781,2011,10 - 14 years,Male,Other road users,Killed,23
1782,2011,10 - 14 years,Male,Motor cyclists,Injured,2
1783,2011,10 - 14 years,Male,Motor cyclists,Killed,43
1784,2011,10 - 14 years,Male,Car passengers,Injured,0
1785,2011,10 - 14 years,Male,Car passengers,Killed,62
1786,2011,10 - 14 years,Male,Car drivers,Injured,0
1787,2011,10 - 14 years,Male,Car drivers,Killed,87
1788,2011,10 - 14 years,Female,Pedestrians,Injured,0
1789,2011,10 - 14 years,Female,Pedestrians,Killed,0
1790,2011,10 - 14 years,Female,Pedal cyclists,Injured,0
1791,2011,10 - 14 years,Female,Pedal cyclists,Killed,1
1792,2011,10 - 14 years,Female,Other road users,Injured,0
1793,2011,10 - 14 years,Female,Other road users,Killed,1
1794,2011,10 - 14 years,Female,Motor cyclists,Injured,0
1795,2011,10 - 14 years,Female,Motor cyclists,Killed,1
1796,2011,10 - 14 years,Female,Car passengers,Injured,0
1797,2011,10 - 14 years,Female,Car passengers,Killed,6
1798,2011,10 - 14 years,Female,Car drivers,Injured,0
1799,2011,10 - 14 years,Female,Car drivers,Killed,8
1800,2011,15 - 17 years,Male,Pedestrians,Injured,179
1801,2011,15 - 17 years,Male,Pedestrians,Killed,10
1802,2011,15 - 17 years,Male,Pedal cyclists,Injured,145
1803,2011,15 - 17 years,Male,Pedal cyclists,Killed,152
1804,2011,15 - 17 years,Male,Other road users,Injured,33
1805,2011,15 - 17 years,Male,Other road users,Killed,101
1806,2011,15 - 17 years,Male,Motor cyclists,Injured,0
1807,2011,15 - 17 years,Male,Motor cyclists,Killed,191
1808,2011,15 - 17 years,Male,Car passengers,Injured,0
1809,2011,15 - 17 years,Male,Car passengers,Killed,291
1810,2011,15 - 17 years,Male,Car drivers,Injured,0
1811,2011,15 - 17 years,Male,Car drivers,Killed,379
1812,2011,15 - 17 years,Female,Pedestrians,Injured,7
1813,2011,15 - 17 years,Female,Pedestrians,Killed,0
1814,2011,15 - 17 years,Female,Pedal cyclists,Injured,7
1815,2011,15 - 17 years,Female,Pedal cyclists,Killed,6
1816,2011,15 - 17 years,Female,Other road users,Injured,3
1817,2011,15 - 17 years,Female,Other road users,Killed,3
1818,2011,15 - 17 years,Female,Motor cyclists,Injured,0
1819,2011,15 - 17 years,Female,Motor cyclists,Killed,1
1820,2011,15 - 17 years,Female,Car passengers,Injured,0
1821,2011,15 - 17 years,Female,Car passengers,Killed,7
1822,2011,15 - 17 years,Female,Car drivers,Injured,0
1823,2011,15 - 17 years,Female,Car drivers,Killed,8
1824,2011,18 - 20 years,Male,Pedestrians,Injured,141
1825,2011,18 - 20 years,Male,Pedestrians,Killed,12
1826,2011,18 - 20 years,Male,Pedal cyclists,Injured,143
1827,2011,18 - 20 years,Male,Pedal cyclists,Killed,25
1828,2011,18 - 20 years,Male,Other road users,Injured,79
1829,2011,18 - 20 years,Male,Other road users,Killed,32
1830,2011,18 - 20 years,Male,Motor cyclists,Injured,54
1831,2011,18 - 20 years,Male,Motor cyclists,Killed,36
1832,2011,18 - 20 years,Male,Car passengers,Injured,40
1833,2011,18 - 20 years,Male,Car passengers,Killed,71
1834,2011,18 - 20 years,Male,Car drivers,Injured,54
1835,2011,18 - 20 years,Male,Car drivers,Killed,188
1836,2011,18 - 20 years,Female,Pedestrians,Injured,1
1837,2011,18 - 20 years,Female,Pedestrians,Killed,0
1838,2011,18 - 20 years,Female,Pedal cyclists,Injured,4
1839,2011,18 - 20 years,Female,Pedal cyclists,Killed,1
1840,2011,18 - 20 years,Female,Other road users,Injured,1
1841,2011,18 - 20 years,Female,Other road users,Killed,0
1842,2011,18 - 20 years,Female,Motor cyclists,Injured,0
1843,2011,18 - 20 years,Female,Motor cyclists,Killed,0
1844,2011,18 - 20 years,Female,Car passengers,Injured,0
1845,2011,18 - 20 years,Female,Car passengers,Killed,1
1846,2011,18 - 20 years,Female,Car drivers,Injured,1
1847,2011,18 - 20 years,Female,Car drivers,Killed,6
1848,2011,21 - 24 years,Male,Pedestrians,Injured,46
1849,2011,21 - 24 years,Male,Pedestrians,Killed,8
1850,2011,21 - 24 years,Male,Pedal cyclists,Injured,48
1851,2011,21 - 24 years,Male,Pedal cyclists,Killed,25
1852,2011,21 - 24 years,Male,Other road users,Injured,27
1853,2011,21 - 24 years,Male,Other road users,Killed,42
1854,2011,21 - 24 years,Male,Motor cyclists,Injured,17
1855,2011,21 - 24 years,Male,Motor cyclists,Killed,58
1856,2011,21 - 24 years,Male,Car passengers,Injured,8
1857,2011,21 - 24 years,Male,Car passengers,Killed,93
1858,2011,21 - 24 years,Male,Car drivers,Injured,2
1859,2011,21 - 24 years,Male,Car drivers,Killed,137
1860,2011,21 - 24 years,Female,Pedestrians,Injured,2
1861,2011,21 - 24 years,Female,Pedestrians,Killed,0
1862,2011,21 - 24 years,Female,Pedal cyclists,Injured,1
1863,2011,21 - 24 years,Female,Pedal cyclists,Killed,1
1864,2011,21 - 24 years,Female,Other road users,Injured,2
1865,2011,21 - 24 years,Female,Other road users,Killed,1
1866,2011,21 - 24 years,Female,Motor cyclists,Injured,0
1867,2011,21 - 24 years,Female,Motor cyclists,Killed,1
1868,2011,21 - 24 years,Female,Car passengers,Injured,0
1869,2011,21 - 24 years,Female,Car passengers,Killed,1
1870,2011,21 - 24 years,Female,Car drivers,Injured,0
1871,2011,21 - 24 years,Female,Car drivers,Killed,5
1872,2011,25 - 34 years,Male,Pedestrians,Injured,17
1873,2011,25 - 34 years,Male,Pedestrians,Killed,6
1874,2011,25 - 34 years,Male,Pedal cyclists,Injured,22
1875,2011,25 - 34 years,Male,Pedal cyclists,Killed,73
1876,2011,25 - 34 years,Male,Other road users,Injured,23
1877,2011,25 - 34 years,Male,Other road users,Killed,36
1878,2011,25 - 34 years,Male,Motor cyclists,Injured,43
1879,2011,25 - 34 years,Male,Motor cyclists,Killed,35
1880,2011,25 - 34 years,Male,Car passengers,Injured,23
1881,2011,25 - 34 years,Male,Car passengers,Killed,28
1882,2011,25 - 34 years,Male,Car drivers,Injured,24
1883,2011,25 - 34 years,Male,Car drivers,Killed,53
1884,2011,25 - 34 years,Female,Pedestrians,Injured,0
1885,2011,25 - 34 years,Female,Pedestrians,Killed,0
1886,2011,25 - 34 years,Female,Pedal cyclists,Injured,0
1887,2011,25 - 34 years,Female,Pedal cyclists,Killed,6
1888,2011,25 - 34 years,Female,Other road users,Injured,1
1889,2011,25 - 34 years,Female,Other road users,Killed,1
1890,2011,25 - 34 years,Female,Motor cyclists,Injured,1
1891,2011,25 - 34 years,Female,Motor cyclists,Killed,1
1892,2011,25 - 34 years,Female,Car passengers,Injured,0
1893,2011,25 - 34 years,Female,Car passengers,Killed,4
1894,2011,25 - 34 years,Female,Car drivers,Injured,0
1895,2011,25 - 34 years,Female,Car drivers,Killed,0
1896,2011,35 - 44 years,Male,Pedestrians,Injured,11
1897,2011,35 - 44 years,Male,Pedestrians,Killed,1
1898,2011,35 - 44 years,Male,Pedal cyclists,Injured,6
1899,2011,35 - 44 years,Male,Pedal cyclists,Killed,1
1900,2011,35 - 44 years,Male,Other road users,Injured,2
1901,2011,35 - 44 years,Male,Other road users,Killed,6
1902,2011,35 - 44 years,Male,Motor cyclists,Injured,2
1903,2011,35 - 44 years,Male,Motor cyclists,Killed,15
1904,2011,35 - 44 years,Male,Car passengers,Injured,2
1905,2011,35 - 44 years,Male,Car passengers,Killed,14
1906,2011,35 - 44 years,Male,Car drivers,Injured,0
1907,2011,35 - 44 years,Male,Car drivers,Killed,29
1908,2011,35 - 44 years,Female,Pedestrians,Injured,0
1909,2011,35 - 44 years,Female,Pedestrians,Killed,0
1910,2011,35 - 44 years,Female,Pedal cyclists,Injured,0
1911,2011,35 - 44 years,Female,Pedal cyclists,Killed,0
1912,2011,35 - 44 years,Female,Other road users,Injured,0
