,Column,Year,Age,Sex,Participant,Casualty,Total
2206,2206,2012,35 - 44 years,Female,Car drivers,Injured,335
2207,2207,2012,35 - 44 years,Female,Car drivers,Killed,3
2208,2208,2012,45 - 54 years,Male,Pedestrians,Injured,46
2209,2209,2012,45 - 54 years,Male,Pedestrians,Killed,3
2210,2210,2012,45 - 54 years,Male,Pedal cyclists,Injured,72
2211,2211,2012,45 - 54 years,Male,Pedal cyclists,Killed,1
2212,2212,2012,45 - 54 years,Male,Other road users,Injured,79
2213,2213,2012,45 - 54 years,Male,Other road users,Killed,2
2214,2214,2012,45 - 54 years,Male,Motor cyclists,Injured,63
2215,2215,2012,45 - 54 years,Male,Motor cyclists,Killed,2
2216,2216,2012,45 - 54 years,Male,Car passengers,Injured,41
2217,2217,2012,45 - 54 years,Male,Car passengers,Killed,1
2218,2218,2012,45 - 54 years,Male,Car drivers,Injured,213
2219,2219,2012,45 - 54 years,Male,Car drivers,Killed,2
2220,2220,2012,45 - 54 years,Female,Pedestrians,Injured,44
2221,2221,2012,45 - 54 years,Female,Pedestrians,Killed,1
2222,2222,2012,45 - 54 years,Female,Pedal cyclists,Injured,23
2223,2223,2012,45 - 54 years,Female,Pedal cyclists,Killed,2
2224,2224,2012,45 - 54 years,Female,Other road users,Injured,12
2225,2225,2012,45 - 54 years,Female,Other road users,Killed,0
2226,2226,2012,45 - 54 years,Female,Motor cyclists,Injured,7
2227,2227,2012,45 - 54 years,Female,Motor cyclists,Killed,1
2228,2228,2012,45 - 54 years,Female,Car passengers,Injured,80
2229,2229,2012,45 - 54 years,Female,Car passengers,Killed,0
2230,2230,2012,45 - 54 years,Female,Car drivers,Injured,240
2231,2231,2012,45 - 54 years,Female,Car drivers,Killed,4
2232,2232,2012,55 - 64 years,Male,Pedestrians,Injured,50
2233,2233,2012,55 - 64 years,Male,Pedestrians,Killed,3
2234,2234,2012,55 - 64 years,Male,Pedal cyclists,Injured,32
2235,2235,2012,55 - 64 years,Male,Pedal cyclists,Killed,1
2236,2236,2012,55 - 64 years,Male,Other road users,Injured,43
2237,2237,2012,55 - 64 years,Male,Other road users,Killed,2
2238,2238,2012,55 - 64 years,Male,Motor cyclists,Injured,23
2239,2239,2012,55 - 64 years,Male,Motor cyclists,Killed,1
2240,2240,2012,55 - 64 years,Male,Car passengers,Injured,28
2241,2241,2012,55 - 64 years,Male,Car passengers,Killed,0
2242,2242,2012,55 - 64 years,Male,Car drivers,Injured,135
2243,2243,2012,55 - 64 years,Male,Car drivers,Killed,2
2244,2244,2012,55 - 64 years,Female,Pedestrians,Injured,39
2245,2245,2012,55 - 64 years,Female,Pedestrians,Killed,1
2246,2246,2012,55 - 64 years,Female,Pedal cyclists,Injured,10
2247,2247,2012,55 - 64 years,Female,Pedal cyclists,Killed,0
2248,2248,2012,55 - 64 years,Female,Other road users,Injured,6
2249,2249,2012,55 - 64 years,Female,Other road users,Killed,0
2250,2250,2012,55 - 64 years,Female,Motor cyclists,Injured,3
2251,2251,2012,55 - 64 years,Female,Motor cyclists,Killed,0
2252,2252,2012,55 - 64 years,Female,Car passengers,Injured,62
2253,2253,2012,55 - 64 years,Female,Car passengers,Killed,0
2254,2254,2012,55 - 64 years,Female,Car drivers,Injured,165
2255,2255,2012,55 - 64 years,Female,Car drivers,Killed,1
2256,2256,2012,65 years and over,Male,Pedestrians,Injured,54
2257,2257,2012,65 years and over,Male,Pedestrians,Killed,9
2258,2258,2012,65 years and over,Male,Pedal cyclists,Injured,12
2259,2259,2012,65 years and over,Male,Pedal cyclists,Killed,0
2260,2260,2012,65 years and over,Male,Other road users,Injured,21
2261,2261,2012,65 years and over,Male,Other road users,Killed,1
2262,2262,2012,65 years and over,Male,Motor cyclists,Injured,5
2263,2263,2012,65 years and over,Male,Motor cyclists,Killed,0
2264,2264,2012,65 years and over,Male,Car passengers,Injured,30
2265,2265,2012,65 years and over,Male,Car passengers,Killed,2
2266,2266,2012,65 years and over,Male,Car drivers,Injured,177
2267,2267,2012,65 years and over,Male,Car drivers,Killed,5
2268,2268,2012,65 years and over,Female,Pedestrians,Injured,69
2269,2269,2012,65 years and over,Female,Pedestrians,Killed,5
2270,2270,2012,65 years and over,Female,Pedal cyclists,Injured,4
2271,2271,2012,65 years and over,Female,Pedal cyclists,Killed,1
2272,2272,2012,65 years and over,Female,Other road users,Injured,10
2273,2273,2012,65 years and over,Female,Other road users,Killed,1
2274,2274,2012,65 years and over,Female,Motor cyclists,Injured,0
2275,2275,2012,65 years and over,Female,Motor cyclists,Killed,0
2276,2276,2012,65 years and over,Female,Car passengers,Injured,88
2277,2277,2012,65 years and over,Female,Car passengers,Killed,5
2278,2278,2012,65 years and over,Female,Car drivers,Injured,117
2279,2279,2012,65 years and over,Female,Car drivers,Killed,7
2280,2280,2012,Age unknown,Male,Pedestrians,Injured,6
2281,2281,2012,Age unknown,Male,Pedestrians,Killed,0
2282,2282,2012,Age unknown,Male,Pedal cyclists,Injured,10
2283,2283,2012,Age unknown,Male,Pedal cyclists,Killed,0
2284,2284,2012,Age unknown,Male,Other road users,Injured,2
2285,2285,2012,Age unknown,Male,Other road users,Killed,0
2286,2286,2012,Age unknown,Male,Motor cyclists,Injured,6
2287,2287,2012,Age unknown,Male,Motor cyclists,Killed,0
2288,2288,2012,Age unknown,Male,Car passengers,Injured,7
2289,2289,2012,Age unknown,Male,Car passengers,Killed,0
2290,2290,2012,Age unknown,Male,Car drivers,Injured,15
2291,2291,2012,Age unknown,Male,Car drivers,Killed,0
2292,2292,2012,Age unknown,Female,Pedestrians,Injured,6
2293,2293,2012,Age unknown,Female,Pedestrians,Killed,0
2294,2294,2012,Age unknown,Female,Pedal cyclists,Injured,0
2295,2295,2012,Age unknown,Female,Pedal cyclists,Killed,0
2296,2296,2012,Age unknown,Female,Other road users,Injured,0
2297,2297,2012,Age unknown,Female,Other road users,Killed,0
2298,2298,2012,Age unknown,Female,Motor cyclists,Injured,0
2299,2299,2012,Age unknown,Female,Motor cyclists,Killed,0
2300,2300,2012,Age unknown,Female,Car passengers,Injured,11
2301,2301,2012,Age unknown,Female,Car passengers,Killed,0
2302,2302,2012,Age unknown,Female,Car drivers,Injured,6
2303,2303,2012,Age unknown,Female,Car drivers,Killed,0
